"","final1","final2"
"1",1.06786721758086,1.93213278241914
"2",2.50030617393037,0.499693826069625
"3",1.61178726847449,1.38821273152551
"4",2.49278485928408,0.507215140715917
"5",0.499771011785953,2.50022898821405
"6",2.18501541061918,0.814984589380819
"7",2.49880726146852,0.501192738531484
"8",1.84104926815391,1.15895073184609
"9",1.47410263262671,1.52589736737329
"10",2.99340908461944,0.00659091538055678
"11",0.500076145370374,2.49992385462963
"12",1.95036122122233,1.04963877877767
"13",2.46075125971432,0.539248740285683
"14",0.504108115273388,2.49589188472661
"15",2.50054624438416,0.499453755615838
"16",2.2529614630288,0.747038536971199
"17",2.22813953303731,0.771860466962693
"18",1.55368551003053,1.44631448996947
"19",2.49794867535101,0.502051324648992
"20",2.89867305826091,0.101326941739089
"21",2.35421665333416,0.645783346665842
"22",0.857266377208298,2.1427336227917
"23",0.500939773805975,2.49906022619402
"24",1.39772931375393,1.60227068624607
"25",2.50373170126323,0.496268298736773
"26",2.1636652918637,0.836334708136303
"27",1.89914694574038,1.10085305425962
"28",0.496863799915415,2.50313620008458
"29",1.41017721584682,1.58982278415318
"30",0.497279767685174,2.50272023231483
"31",3,4.44089209850063e-16
"32",2.90867312977755,0.0913268702224452
"33",1.27722049377684,1.72277950622316
"34",2.3091824514521,0.6908175485479
"35",1.63151683687492,1.36848316312508
"36",0.498116761923442,2.50188323807656
"37",1.11053916558882,1.88946083441118
"38",2.5020386923424,0.497961307657603
"39",1.40673612604685,1.59326387395315
"40",1.79239915163577,1.20760084836423
"41",0.501205882164743,2.49879411783526
"42",0.249327362001228,2.75067263799877
"43",2.50321891991596,0.496781080084038
"44",2.16812506251079,0.831874937489209
"45",1.9059011058661,1.0940988941339
"46",0.494886366155031,2.50511363384497
"47",1.42259767271771,1.57740232728229
"48",0.498611096598743,2.50138890340126
